,KKTOWN 用戶,重覆檢查,誰做的,回覆(Y/N),備註,,,
,A293715,1,H,,,,,
,J241945,1,H,,,,,
,D522729,1,H,,,,,
,K411849,1,H,,,,,
,M501212,1,H,,,,,
,H307175,1,H,,,,,
,H494043,1,H,,,,,
,G148132,1,H,,,,,
,B277950,1,H,,,,,
,H389147,1,H,,,,,
,D325400,1,H,,,,,
,C367202,1,H,,,,,
,E559525,1,H,,,,,
,G355724,1,H,,,,,
,B468184,1,H,,,,,
,K432408,1,H,,,,,
,F304289,1,H,,,,,
,H410531,1,H,,,,,
,H349382,1,H,,,,,
,J410069,1,H,,,,,
,J272206,1,H,,,,,
,B445458,1,H,,,,,
,G332536,1,H,,,,,
,F539953,1,H,,,,,
,A200149,1,H,,,,,
,C281413,1,H,,,,,
,D506471,1,H,,,,,
,K431308,1,H,,,,,
,H560131,1,H,,,,,
,F470125,1,H,,,,,
,A223634,1,H,,,,,
,C350691,1,H,,,,,
,H455985,1,H,,,,,
,C339988,1,H,,,,,
,M483392,1,H,,,,,
,H424435,1,H,,,,,
,C139084,1,H,,,,,
,G280924,1,H,,,,,
,H377982,1,H,,,,,
,F375547,1,H,,,,,
,J292083,1,H,,,,,
,B321477,1,H,,,,,
,M459786,1,H,,,,,
,F462469,1,H,,,,,
,C120681,1,H,,,,,
,A371276,1,H,,,,,
,E562011,1,H,,,,,
,K424532,1,H,,,,,
,k369114,1,H,,,,,
,k424488,1,H,,,,,
,F504478,1,H,,,,,
,E465145,1,H,,,,,
,B464653,1,H,,,,,
,H435985,1,H,,,,,
,M373491,1,H,,,,,
,H409365,1,H,,,,,
,G332492,1,H,,,,,
,K321286,1,H,,,,,
,M495184,1,H,,,,,
,A363994,1,H,,,,,
,B316230,1,H,,,,,
,B323281,1,H,,,,,
,K427876,1,H,,,,,
,H463804,1,H,,,,,
,B301688,1,H,,,,,
,E561978,1,H,,,,,
,B448010,1,H,,,,,
,D515656,1,H,,,,,
,C361878,1,H,,,,,
,C196273,1,H,,,,,
,F460445,1,H,,,,,
,K351041,1,H,,,,,
,F540151,1,H,,,,,
,E401796,1,H,,,,,
,G171771,1,H,,,,,
,D515986,1,H,,,,,
,D508957,1,H,,,,,
,K239644,1,H,,,,,
,A186795,1,H,,,,,
,B403570,1,H,,,,,
,M402351,1,H,,,,,
,F328599,1,H,,,,,
,D499189,1,H,,,,,
,A238429,1,H,,,,,
,H470954,1,H,,,,,
,K266627,1,H,,,,,
,C360591,1,H,,,,,
,F418645,1,H,,,,,
,K413015,1,H,,,,,
,H523501,1,H,,,,,
,H495363,1,H,,,,,
,M493358,1,H,,,,,
,M488947,1,H,,,,,
,H517968,1,H,,,,,
,B437953,1,H,,,,,
,J458634,1,H,,,,,
,C181159,1,H,,,,,
,K354451,1,H,,,,,
,C283888,1,H,,,,,
,A210269,1,H,,,,,
,D472470,1,H,,,,,
,C359579,1,H,,,,,
,J368555,1,H,,,,,
,B227119,1,H,,,,,
,F504973,1,H,,,,,
,H327789,1,H,,,,,
,H553586,1,H,,,,,
,E554641,1,H,,,,,
,E469534,1,H,,,,,
,H358248,1,H,,,,,
,H553135,1,H,,,,,
,K424257,1,H,,,,,
,J381557,1,H,,,,,
,G218741,1,H,,,,,
,M358927,1,H,,,,,
,A245106,1,H,,,,,
,E554190,1,H,,,,,
,B324084,1,H,,,,,
,J313401,1,H,,,,,
,F481730,1,H,,,,,
,K422750,1,H,,,,,
,H387046,1,H,,,,,
,D512081,1,H,,,,,
,D415061,1,H,,,,,
,G201350,1,H,,,,,
,H544687,1,H,,,,,
,B322683,1,H,,,,,
,M329810,1,H,,,,,
,D266605,1,H,,,,,
,F535641,1,H,,,,,
,H551584,1,H,,,,,
,B304460,1,H,,,,,
,K414962,1,H,,,,,
,E538603,1,H,,,,,
,D440174,1,H,,,,,
,J471592,1,H,,,,,
,C323862,1,H,,,,,
,A379009,1,H,,,,,
,C348568,1,H,,,,,
,F428050,1,H,,,,,
,A226582,1,H,,,,,
,M489332,1,H,,,,,
,E494856,1,H,,,,,
,J296802,1,H,,,,,
,C354288,1,H,,,,,
,K258267,1,H,,,,,
,E543839,1,H,,,,,
,E492821,1,H,,,,,
,F533188,1,H,,,,,
,D508902,1,H,,,,,
,K295909,1,H,,,,,
,A369615,1,H,,,,,
,G342865,1,H,,,,,
,C350746,1,H,,,,,
,M453505,1,H,,,,,
,J270941,1,H,,,,,
,K187537,1,H,,,,,
,E397847,1,H,,,,,
,F463470,1,H,,,,,
,G340841,1,H,,,,,
,F528832,1,H,,,,,
,B453895,1,H,,,,,
,B288499,1,H,,,,,
,B453763,1,H,,,,,
,J306658,1,H,,,,,
,M468905,1,H,,,,,
,A374719,1,H,,,,,
,D443331,1,H,,,,,
,B453367,1,H,,,,,
,F487351,1,H,,,,,
,K359313,1,H,,,,,
,E373031,1,H,,,,,
,A211666,1,H,,,,,
,K417481,1,H,,,,,
,J464266,1,H,,,,,
,M484613,1,H,,,,,
,B345050,1,H,,,,,
,M275448,1,H,,,,,
,G338377,1,H,,,,,
,B452432,1,H,,,,,
,G267163,1,H,,,,,
,G339829,1,H,,,,,
,E550527,1,H,,,,,
,B448923,1,H,,,,,
,M451448,1,H,,,,,
,H545138,1,H,,,,,
,D374581,1,H,,,,,
,G335286,1,H,,,,,
,H543257,1,H,,,,,
,B451662,1,H,,,,,
,M400089,1,H,,,,,
,K187581,1,H,,,,,
,M434761,1,H,,,,,
,A206221,1,H,,,,,
,F347332,1,H,,,,,
,G322383,1,H,,,,,
,G182199,1,H,,,,,
,M482193,1,H,,,,,
,C241285,1,H,,,,,
,K343044,1,H,,,,,
,A327661,1,H,,,,,
,K411750,1,H,,,,,
,K414225,1,H,,,,,
,A206320,1,H,,,,,
,A151540,1,H,,,,,
,B356523,1,H,,,,,
,J462770,1,H,,,,,
,A145930,1,H,,,,,
,K393875,1,H,,,,,
,K412971,1,H,,,,,
,E527988,1,H,,,,,
,G259012,1,H,,,,,
,J332838,1,H,,,,,
,C314787,1,H,,,,,
,K412839,1,H,,,,,
,E527053,1,H,,,,,
,G256614,1,H,,,,,
,B433094,1,H,,,,,
,F447399,1,H,,,,,
,F506986,1,H,,,,,
,C307703,1,H,,,,,
,B293119,1,H,,,,,
,G327784,1,H,,,,,
,F483083,1,H,,,,,
,C198154,1,H,,,,,
,K409583,1,H,,,,,
,J389862,1,H,,,,,
,H430353,1,H,,,,,
,E541947,1,H,,,,,
,D495647,1,H,,,,,
,F524311,1,H,,,,,
,K411464,1,H,,,,,
,K380301,1,H,,,,,
,C345598,1,H,,,,,
,J451671,1,H,,,,,
,G333570,1,H,,,,,
,J459382,1,H,,,,,
,G243612,1,H,,,,,
,C344344,1,H,,,,,
,H364650,1,H,,,,,
,M410671,1,H,,,,,
,H538483,1,H,,,,,
,A351949,1,H,,,,,
,A298577,1,H,,,,,
,A365974,1,H,,,,,
,K178803,1,H,,,,,
,M282510,1,H,,,,,
,D348346,1,H,,,,,
,C265881,1,H,,,,,
,K407702,1,H,,,,,
,E526712,1,H,,,,,
,K363768,1,H,,,,,
,K338864,1,H,,,,,
,E393821,1,H,,,,,
,A362773,1,H,,,,,
,D322793,1,H,,,,,
,B441498,1,H,,,,,
,M467585,1,H,,,,,
,H535513,1,H,,,,,
,F413288,1,H,,,,,
,F412804,1,H,,,,,
,B441773,1,H,,,,,
,B441707,1,H,,,,,
,E509079,1,H,,,,,
,A320698,1,H,,,,,
,K315940,1,H,,,,,
,G102031,1,H,,,,,
,H533687,1,H,,,,,
,A176257,1,H,,,,,
,F397844,1,H,,,,,
,G189030,1,H,,,,,
,C326139,1,H,,,,,
,K398187,1,H,,,,,
,G326046,1,H,,,,,
,C334741,1,H,,,,,
,J326744,1,H,,,,,
,E538240,1,H,,,,,
,J453310,1,H,,,,,
,F461721,1,H,,,,,
,F514961,1,H,,,,,
,E431661,1,H,,,,,
,D492380,1,H,,,,,
,A319180,1,H,,,,,
,F507844,1,H,,,,,
,G259463,1,H,,,,,
,E398782,2,Norah,,,,,
,F405390,1,Norah,,,,,
,F417380,1,Norah,,,,,
,B424975,1,Norah,,,,,
,B214963,1,Norah,,,,,
,D387342,1,Norah,,,,,
,E377090,1,Norah,,,,,
,F390331,1,Norah,,,,,
,D387341,1,Norah,,,,,
,C262911,1,Norah,,,,,
,K230998,1,Norah,,,,,
,E512104,1,Norah,,,,,
,A396268,2,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,H391446,1,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,Norah,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,B,1,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,B326889,1,,,,,,
,K423509,1,,,,,,
,,0,,,,,,
,M416259,1,,,,,,
,J302137,1,,,,,,
,F420999,1,,,,,,
,,0,,,,,,
,J500434,1,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
,,0,,,,,,
